State,Year,Group_Name,Sub_Group_Name,Cases_Acquitted,Cases_Chargesheeted,Cases_Convicted,Pending_Investigation_End,Pending_Trial_End,Cases_Reported,Cases_Sent_for_Trial,Trials_Completed,Total_Cases_for_Trial
Gujarat,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,330,59,56,0
Haryana,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,3,137,85,86,0
Himachal Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,9,4,5,0
Jammu & Kashmir,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,8,16,3,2,0
Jharkhand,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,0,0,22,13,7,0
Karnataka,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,3,0,7,779,1241,1244,0
Kerala,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,3,0,34,424,225,219,0
Lakshadweep,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,89,19,17,0
Maharashtra,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,4,0,616,2313,222,245,0
Manipur,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,1,0,0
Meghalaya,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,1,0,0
Mizoram,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,1,1,0
Nagaland,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,1,4,4,2
Odisha,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,11,66,29,26,0
Puducherry,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,5,5,0
Punjab,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,27,101,58,48,0
Rajasthan,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,363,115,116,0
Sikkim,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,0,0,0,0
Tamil Nadu,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,13,0,179,674,2777,2907,0
Tripura,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,7,122,31,34,0
Uttarakhand,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,4,2,2,0
West Bengal,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,4,0,0,147,157,74,101,0
Andaman & Nicobar Islands,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,5,0,0,0
Andhra Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,115,773,657,617,0
Arunachal Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,0,0,0
Assam,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,22,2,0,47,27,29,30,0
Bihar,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,33,83,13,15,0
Chandigarh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,5,39,3,6,0
Chhattisgarh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,9,0,0,34,13,12,0
Dadra & Nagar Haveli,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,0,0,0
Daman & Diu,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,5,1,1,0
Delhi,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,143,404,112,185,0
Goa,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,4,20,26,24,0
Gujarat,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,5,380,78,70,0
Haryana,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,204,85,77,0
Himachal Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,14,0,1,0
Jammu & Kashmir,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,9,18,5,4,0
Jharkhand,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,3,25,11,10,0
Karnataka,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,1,0,4,926,786,740,1
Kerala,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,2,0,39,522,189,174,0
Lakshadweep,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,95,12,14,0
Maharashtra,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,6,0,591,2395,378,284,0
Manipur,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Meghalaya,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,1,1,0,0
Mizoram,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,0,0,0
Nagaland,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,4,9,7,0
Odisha,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,14,76,44,38,0
Puducherry,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,8,8,0
Punjab,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,1,33,123,67,45,0
Rajasthan,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,418,143,141,0
Sikkim,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,0,0,1,0
Tamil Nadu,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,45,577,1732,1696,0
Tripura,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,4,108,70,70,0
Uttarakhand,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,3,3,0
West Bengal,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,25,0,0,116,186,66,59,0
Andaman & Nicobar Islands,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,5,1,0,0
Andhra Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,1,0,154,943,612,614,0
Arunachal Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,0,0,0
Assam,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,6,0,0,24,31,21,20,0
Bihar,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,31,93,27,19,0
Chandigarh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,43,5,7,0
Chhattisgarh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,30,14,15,0
Dadra & Nagar Haveli,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,2,0,0
Daman & Diu,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,6,5,0,0
Delhi,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,70,439,63,97,0
Goa,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,6,17,10,7,0
Gujarat,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,13,438,44,53,0
Haryana,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,10,255,88,91,0
Himachal Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,1,0,0,14,0,0,0
Jammu & Kashmir,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,0,10,22,1,2,0
Jharkhand,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,4,32,14,12,0
Karnataka,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,1,47,1110,612,617,0
Kerala,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,52,619,201,184,0
Lakshadweep,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,93,19,19,0
Maharashtra,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,1,0,685,2564,322,326,0
Manipur,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Meghalaya,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,0,1,1,0
Mizoram,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Nagaland,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,4,4,3,0
Odisha,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,20,97,40,39,0
Puducherry,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,5,5,5,0
Punjab,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,50,142,45,49,0
Rajasthan,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,3,495,91,91,0
Sikkim,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,0,1,2,1,0
Tamil Nadu,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,81,546,1199,1050,0
Tripura,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,4,146,49,48,0
Uttarakhand,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,5,9,7,0
West Bengal,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,7,0,0,98,150,62,64,0
Andaman & Nicobar Islands,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,5,0,1,0
Andhra Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,145,1094,357,392,0
Arunachal Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,0,0,0
Assam,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,19,41,27,25,0
Bihar,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,0,37,101,39,25,0
Chandigarh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,47,7,2,0
Chhattisgarh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,39,4,4,0
Dadra & Nagar Haveli,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,2,3,4,0
Daman & Diu,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,5,4,6,6,0
Delhi,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,36,408,60,50,0
Goa,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,9,21,14,12,0
Gujarat,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,4,479,52,53,0
Haryana,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,7,319,77,81,0
Himachal Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,13,1,0,0
Jammu & Kashmir,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,6,23,4,4,0
Jharkhand,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,4,39,8,5,0
Karnataka,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,40,1188,515,512,0
Kerala,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,23,0,69,723,187,191,0
Lakshadweep,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,91,10,10,0
Maharashtra,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,2,0,679,2809,327,308,0
Manipur,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Meghalaya,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,1,3,1,0
Mizoram,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,1,1,0
Nagaland,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,3,2,1,1,0
Odisha,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,21,117,29,36,0
Puducherry,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,4,3,3,0
Punjab,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,41,151,43,45,0
Rajasthan,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,558,72,70,0
Sikkim,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,0,0,0
Tamil Nadu,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,3,224,658,687,730,0
Tripura,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,4,0,0,5,159,57,47,0
Uttarakhand,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,2,11,3,3,0
West Bengal,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,9,0,0,89,130,62,54,0
Andaman & Nicobar Islands,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,6,1,0,0
Andhra Pradesh,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,1,1,110,1194,279,305,0
Arunachal Pradesh,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,0,0,0
Assam,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,0,19,49,37,17,0
Bihar,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,0,0,48,104,40,17,0
Chandigarh,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,5,42,4,6,0
Chhattisgarh,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,2,0,0,41,9,8,0
Dadra & Nagar Haveli,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,6,0,1,0
Daman & Diu,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,5,9,4,2,0
Delhi,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,46,412,27,33,0
Goa,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,11,20,23,18,0
Gujarat,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,512,41,37,0
Haryana,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,3,365,90,83,0
Himachal Pradesh,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,10,5,6,0
Jammu & Kashmir,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,4,26,6,5,0
Jharkhand,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,7,39,1,1,0
Karnataka,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,4,0,40,1266,329,318,0
Kerala,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,33,0,60,669,314,322,0
Lakshadweep,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,93,19,16,0
Maharashtra,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,698,2885,271,326,0
Manipur,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Meghalaya,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,4,2,1,0,0
Mizoram,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,1,0,0
Nagaland,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,3,2,3,5,0
Odisha,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,14,124,14,16,0
Puducherry,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,6,9,9,0
Punjab,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,37,155,59,50,0
Rajasthan,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,4,497,62,59,0
Sikkim,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,1,1,0
Tamil Nadu,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,177,515,716,718,0
Tripura,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,0,5,160,39,37,0
Uttarakhand,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,1,11,6,5,0
West Bengal,2009,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,5,0,0,88,130,63,41,0
Andaman & Nicobar Islands,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,5,3,1,0
Andhra Pradesh,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,4,33,0,81,1023,548,443,0
Arunachal Pradesh,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,0,0,0
Assam,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,0,36,59,25,14,0
Bihar,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,4,0,0,63,102,24,37,0
Chandigarh,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,2,39,3,5,0
Chhattisgarh,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,40,12,10,0
Dadra & Nagar Haveli,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,7,1,1,0
Daman & Diu,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,7,10,6,5,0
Delhi,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,40,406,28,35,0
Goa,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,15,26,16,14,0
Gujarat,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,6,539,46,46,0
Haryana,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,9,395,57,57,0
Himachal Pradesh,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,15,1,1,0
Jammu & Kashmir,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,5,31,4,0,0
Jharkhand,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,7,14,13,7,0
Karnataka,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,46,1326,242,250,0
Kerala,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,1,0,52,732,309,328,0
Lakshadweep,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,3,103,19,18,0
Maharashtra,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,2,0,643,2917,306,324,0
Manipur,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0
Meghalaya,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,4,2,3,1,0
Mizoram,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,0,0,1,0
Nagaland,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,2,2,3,0
Odisha,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,11,113,25,25,0
Puducherry,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,10,11,11,0
Punjab,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,37,152,59,52,0
Rajasthan,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,1,0,7,518,82,83,0
Sikkim,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,3,3,1,0
Tamil Nadu,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,0,0,170,598,567,575,0
Tripura,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,1,1,0
Uttar Pradesh,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,4,161,23,21,0
Uttarakhand,2010,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,12,4,4,0
